,title,field,mukey,rotation,year,soybean_yield,maize_yield,corn_buac,soy_buac,soybean_biomass,maize_biomass,fertiliser,surfaceom_c_init,surfaceom_c_end,leach_no3
0,name_OrbweaversouthNoPlant_mukey_407623_rot_cfs_sim,OrbweaversouthNoPlant,407623,cfs,2018,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,93.24996
1,name_OrbweaversouthNoPlant_mukey_407651_rot_cfs_sim,OrbweaversouthNoPlant,407651,cfs,2018,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,151.09176
2,name_OrbweaversouthNoPlant_mukey_407691_rot_cfs_sim,OrbweaversouthNoPlant,407691,cfs,2018,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,134.01812
